Map,Round_Type,Blue_Team,Red_Team,time_stamp,length,KB,KR,UB,UR,FB
Ilios,Ruins,?VAL,?FLA,1:19,29,6,2,2,2,R
Ilios,Ruins,?VAL,?FLA,2:21,42,0,7,1,6,R
Ilios,Ruins,?VAL,?FLA,3:15,17,0,3,1,2,R
Ilios,Ruins,?VAL,?FLA,3:52,16,0,6,1,1,R
Ilios,Well,?VAL,?FLA,0:33,20,4,3,0,0,R
Ilios,Well,?VAL,?FLA,1:30,65,6,13,4,2,R
Ilios,Well,?VAL,?FLA,3:04,13,0,4,0,2,R
Ilios,Well,?VAL,?FLA,3:39,43,8,2,4,2,B
Ilios,Lighthouse,?VAL,?FLA,0:27,4,2,0,0,0,B
Ilios,Lighthouse,?VAL,?FLA,0:54,19,3,3,1,0,R
Ilios,Lighthouse,?VAL,?FLA,1:34,4,2,0,0,0,B
Ilios,Lighthouse,?VAL,?FLA,1:53,55,3,7,4,3,B
Ilios,Lighthouse,?VAL,?FLA,3:36,12,0,3,0,1,R
Ilios,Lighthouse,?VAL,?FLA,4:15,50,5,7,5,4,B
Junkertown,Attack,?VAL,?FLA,0:08,0,0,1,0,0,R
Junkertown,Attack,?VAL,?FLA,0:32,21,6,3,0,0,B
Junkertown,Attack,?VAL,?FLA,1:14,0,0,1,0,0,R
Junkertown,Attack,?VAL,?FLA,1:34,0,0,1,0,0,R
Junkertown,Attack,?VAL,?FLA,1:44,38,3,5,3,3,R
Junkertown,Attack,?VAL,?FLA,2:51,6,1,2,2,1,B
Junkertown,Attack,?VAL,?FLA,3:01,11,0,1,0,1,R
Junkertown,Attack,?VAL,?FLA,3:54,16,6,2,2,2,B
Junkertown,Attack,?VAL,?FLA,4:27,1,2,1,0,0,B
Junkertown,Attack,?VAL,?FLA,4:44,14,0,2,0,1,R
Junkertown,Attack,?VAL,?FLA,5:17,0,0,1,0,0,R
Junkertown,Attack,?VAL,?FLA,5:39,30,0,4,0,0,R
Junkertown,Attack,?VAL,?FLA,6:34,17,3,1,0,2,R
Junkertown,Attack,?VAL,?FLA,7:25,72,5,9,6,3,B
Junkertown,Defense,?VAL,?FLA,0:32,5,1,1,1,0,R
Junkertown,Defense,?VAL,?FLA,1:10,0,0,1,0,0,R
Junkertown,Defense,?VAL,?FLA,1:15,77,7,9,6,3,B
Junkertown,Defense,?VAL,?FLA,2:50,8,0,1,0,0,R
Junkertown,Defense,?VAL,?FLA,3:36,17,2,6,0,0,B
Junkertown,Defense,?VAL,?FLA,4:15,13,0,5,0,0,R
Junkertown,Defense,?VAL,?FLA,4:50,23,5,3,0,1,B
Junkertown,Defense,?VAL,?FLA,5:43,13,5,1,2,0,B
Junkertown,Defense,?VAL,?FLA,6:39,14,4,0,1,0,B
Junkertown,Defense,?VAL,?FLA,7:29,34,7,0,4,4,B
Volskaya Industries,Attack,?SFS,?LDN,0:38,20,7,1,0,0,B
Volskaya Industries,Attack,?SFS,?LDN,1:31,14,0,5,0,1,R
Volskaya Industries,Attack,?SFS,?LDN,2:19,32,3,5,4,2,B
Volskaya Industries,Attack,?SFS,?LDN,3:32,6,0,2,0,0,R
Volskaya Industries,Attack,?SFS,?LDN,3:55,3,1,1,0,0,R
Volskaya Industries,Attack,?SFS,?LDN,4:11,6,0,1,1,0,R
Volskaya Industries,Attack,?SFS,?LDN,4:51,18,0,3,1,0,R
Volskaya Industries,Attack,?SFS,?LDN,5:36,22,2,6,1,2,R
Volskaya Industries,Attack,?SFS,?LDN,6:26,2,1,2,0,0,R
Volskaya Industries,Attack,?SFS,?LDN,6:38,54,6,7,5,4,B
Volskaya Industries,Attack,?SFS,?LDN,7:57,27,1,5,1,3,R
Volskaya Industries,Defense,?SFS,?LDN,0:25,0,1,0,0,0,B
Volskaya Industries,Defense,?SFS,?LDN,0:43,15,3,2,0,0,R
Volskaya Industries,Defense,?SFS,?LDN,1:54,8,4,0,0,0,B
Volskaya Industries,Defense,?SFS,?LDN,2:14,25,4,2,3,3,B
Volskaya Industries,Defense,?SFS,?LDN,3:06,25,0,5,1,2,R
Volskaya Industries,Defense,?SFS,?LDN,3:49,10,1,2,0,0,R
Volskaya Industries,Defense,?SFS,?LDN,4:22,0,1,0,0,0,B
Volskaya Industries,Defense,?SFS,?LDN,4:52,7,2,0,2,0,B
Volskaya Industries,Defense,?SFS,?LDN,5:37,22,0,5,2,2,R
Numbani,Attack,?SFS,?LDN,0:28,18,4,5,0,0,B
Numbani,Attack,?SFS,?LDN,1:13,36,0,4,0,0,R
Numbani,Attack,?SFS,?LDN,2:03,26,1,4,3,2,B
Numbani,Attack,?SFS,?LDN,2:58,19,1,5,2,3,B
Numbani,Attack,?SFS,?LDN,3:54,24,0,5,2,1,R
Numbani,Defense,?SFS,?LDN,0:31,2,2,1,0,0,R
Numbani,Defense,?SFS,?LDN,0:59,5,3,0,0,0,B
Numbani,Defense,?SFS,?LDN,1:31,17,5,0,2,1,B
Numbani,Defense,?SFS,?LDN,2:34,7,0,2,2,3,R
Numbani,Defense,?SFS,?LDN,2:59,20,2,1,0,0,B
Numbani,Defense,?SFS,?LDN,3:52,31,4,3,2,2,B
Ilios,Lighthouse,?SFS,?LDN,0:50,7,3,4,0,0,R
Ilios,Lighthouse,?SFS,?LDN,1:12,0,0,1,0,0,R
Ilios,Lighthouse,?SFS,?LDN,1:37,17,0,3,2,3,R
Ilios,Lighthouse,?SFS,?LDN,2:27,98,6,14,4,7,R
Ilios,Ruins,?SFS,?LDN,0:39,0,1,0,0,0,B
Ilios,Ruins,?SFS,?LDN,1:10,28,2,5,3,4,R
Ilios,Ruins,?SFS,?LDN,2:21,22,0,4,1,1,R
Ilios,Ruins,?SFS,?LDN,3:01,0,0,1,0,0,R
Ilios,Ruins,?SFS,?LDN,3:13,3,0,1,1,1,R
Ilios,Ruins,?SFS,?LDN,3:37,24,1,5,3,2,R
Route 66,Attack,?SFS,?LDN,0:57,20,0,5,1,1,R
Route 66,Attack,?SFS,?LDN,1:54,9,0,3,0,0,R
Route 66,Attack,?SFS,?LDN,2:28,30,2,3,3,4,B
Route 66,Attack,?SFS,?LDN,3:34,20,5,4,0,0,B
Route 66,Attack,?SFS,?LDN,4:18,2,1,0,1,0,B
Route 66,Attack,?SFS,?LDN,4:51,13,0,2,1,1,R
Route 66,Attack,?SFS,?LDN,5:21,8,1,2,1,0,R
Route 66,Attack,?SFS,?LDN,5:56,33,0,7,1,2,R
Route 66,Defense,?SFS,?LDN,0:30,21,5,0,0,0,B
Route 66,Defense,?SFS,?LDN,1:25,33,4,3,2,1,R
Route 66,Defense,?SFS,?LDN,2:13,4,0,1,0,1,R
Route 66,Defense,?SFS,?LDN,2:26,30,1,4,2,2,R
Route 66,Defense,?SFS,?LDN,3:26,14,2,5,2,0,R
Route 66,Defense,?SFS,?LDN,4:15,1,0,1,0,1,R
Volskaya Industries,Attack,?SEO,?NYE,7:06,34,9,0,4,1,B
Volskaya Industries,Attack,?SEO,?NYE,6:16,35,6,1,5,2,B
Volskaya Industries,Attack,?SEO,?NYE,5:23,21,2,2,2,1,R
Volskaya Industries,Attack,?SEO,?NYE,3:12,55,6,2,5,5,B
Volskaya Industries,Attack,?SEO,?NYE,2:03,28,5,1,2,0,B
Volskaya Industries,Attack,?SEO,?NYE,1:39,4,0,1,1,0,R
Volskaya Industries,Attack,?SEO,?NYE,0:40,24,1,4,1,0,R
Volskaya Industries,Defense,?SEO,?NYE,2:59,13,0,6,1,1,R
Volskaya Industries,Defense,?SEO,?NYE,2:18,22,1,6,0,2,R
Volskaya Industries,Defense,?SEO,?NYE,0:36,11,1,1,0,0,R
Volskaya Industries,Defense,?SEO,?NYE,1:05,21,2,6,1,2,B
Volskaya Industries,Attack,?SEO,?NYE,0:30,10,1,4,0,0,R
Volskaya Industries,Attack,?SEO,?NYE,1:01,11,0,5,1,1,R
Volskaya Industries,Defense,?SEO,?NYE,0:33,9,0,3,0,0,R
Numbani,Attack,?SEO,?NYE,7:43,0,0,1,0,0,R
Numbani,Attack,?SEO,?NYE,7:04,4,0,1,1,0,R
Numbani,Attack,?SEO,?NYE,6:00,10,0,2,2,1,R
Numbani,Attack,?SEO,?NYE,5:05,24,4,1,2,2,B
Numbani,Attack,?SEO,?NYE,4:05,33,1,6,1,2,B
Numbani,Attack,?SEO,?NYE,3:31,7,2,2,1,2,R
Numbani,Attack,?SEO,?NYE,2:44,14,0,2,0,1,R
Numbani,Attack,?SEO,?NYE,0:29,26,4,1,0,0,B
Numbani,Attack,?SEO,?NYE,1:52,33,1,6,2,2,R
Numbani,Attack,?SEO,?NYE,0:03,0,0,1,0,0,R
Numbani,Defense,?SEO,?NYE,6:16,19,0,4,1,5,R
Numbani,Defense,?SEO,?NYE,4:45,77,6,9,3,4,R
Numbani,Defense,?SEO,?NYE,3:51,47,5,4,1,3,R
Numbani,Defense,?SEO,?NYE,2:59,21,0,6,2,2,R
Numbani,Defense,?SEO,?NYE,2:04,26,1,5,0,0,R
Numbani,Defense,?SEO,?NYE,1:10,19,3,5,0,2,R
Numbani,Defense,?SEO,?NYE,0:19,0,1,0,0,0,B
Ilios,Well,?SEO,?NYE,2:13,45,3,6,4,3,R
Ilios,Well,?SEO,?NYE,0:51,0,0,1,0,0,R
Ilios,Well,?SEO,?NYE,1:25,17,0,7,0,1,R
Ilios,Well,?SEO,?NYE,0:17,19,0,5,0,0,R
Ilios,Lighthouse,?SEO,?NYE,4:23,60,8,1,1,3,B
Ilios,Lighthouse,?SEO,?NYE,4:05,0,1,0,0,0,B
Ilios,Lighthouse,?SEO,?NYE,3:01,45,7,1,2,3,B
Ilios,Lighthouse,?SEO,?NYE,2:17,16,1,3,0,1,B
Ilios,Lighthouse,?SEO,?NYE,1:22,16,3,1,1,1,B
Ilios,Lighthouse,?SEO,?NYE,0:40,26,2,3,0,0,R
Ilios,Ruins,?SEO,?NYE,4:05,21,0,4,0,1,R
Ilios,Ruins,?SEO,?NYE,1:48,23,1,2,2,2,R
Ilios,Ruins,?SEO,?NYE,2:32,82,9,7,5,3,R
Ilios,Ruins,?SEO,?NYE,0:53,14,1,1,0,1,B
Ilios,Ruins,?SEO,?NYE,0:15,17,1,6,0,0,B
Route 66,Attack,?SEO,?NYE,1:00,13,0,5,0,0,R
Route 66,Attack,?SEO,?NYE,1:29,4,0,2,0,0,R
Route 66,Attack,?SEO,?NYE,2:10,21,0,5,0,1,R
Route 66,Attack,?SEO,?NYE,3:10,28,0,6,2,2,R
Route 66,Attack,?SEO,?NYE,4:03,17,0,5,2,2,R
Route 66,Defense,?SEO,?NYE,0:17,0,1,0,0,0,B
Route 66,Defense,?SEO,?NYE,0:38,22,1,4,1,0,R
Temple of Anubis,Attack,?SHD,?PHI,7:49,29,2,7,2,4,R
Temple of Anubis,Attack,?SHD,?PHI,6:39,34,1,6,2,2,B
Temple of Anubis,Attack,?SHD,?PHI,5:26,36,2,6,2,3,B
Temple of Anubis,Attack,?SHD,?PHI,4:29,16,2,3,2,1,R
Temple of Anubis,Attack,?SHD,?PHI,3:21,28,1,4,3,4,B
Temple of Anubis,Attack,?SHD,?PHI,2:27,31,1,5,0,1,R
Temple of Anubis,Attack,?SHD,?PHI,0:58,0,1,0,0,0,B
Temple of Anubis,Attack,?SHD,?PHI,1:09,44,6,4,3,3,B
Temple of Anubis,Attack,?SHD,?PHI,0:24,9,0,4,0,0,R
Temple of Anubis,Defense,?SHD,?PHI,5:16,50,1,10,3,5,R
Temple of Anubis,Defense,?SHD,?PHI,4:22,22,2,1,3,1,R
Temple of Anubis,Defense,?SHD,?PHI,3:38,16,3,3,1,0,B
Temple of Anubis,Defense,?SHD,?PHI,2:48,25,4,1,2,1,B
Temple of Anubis,Defense,?SHD,?PHI,2:23,11,0,1,1,2,R
Temple of Anubis,Defense,?SHD,?PHI,2:16,0,0,1,0,0,R
Temple of Anubis,Defense,?SHD,?PHI,1:22,11,3,1,1,1,B
Temple of Anubis,Defense,?SHD,?PHI,0:42,12,4,1,1,1,R
Blizzard World,Attack,?SHD,?PHI,5:57,7,1,0,1,0,B
Blizzard World,Attack,?SHD,?PHI,5:11,7,0,2,0,0,R
Blizzard World,Attack,?SHD,?PHI,4:42,13,5,2,2,1,B
Blizzard World,Attack,?SHD,?PHI,3:54,23,2,5,2,3,R
Blizzard World,Attack,?SHD,?PHI,3:28,0,0,1,0,0,R
Blizzard World,Attack,?SHD,?PHI,2:28,44,8,2,2,1,B
Blizzard World,Attack,?SHD,?PHI,1:31,31,6,3,2,3,R
Blizzard World,Attack,?SHD,?PHI,0:31,16,5,0,0,0,B
Blizzard World,Defense,?SHD,?PHI,8:38,30,3,4,2,2,B
Blizzard World,Defense,?SHD,?PHI,8:05,20,2,4,4,4,B
Blizzard World,Defense,?SHD,?PHI,7:35,12,2,2,1,0,B
Blizzard World,Defense,?SHD,?PHI,7:15,7,1,1,0,0,B
Blizzard World,Defense,?SHD,?PHI,6:38,20,1,5,0,1,R
Blizzard World,Defense,?SHD,?PHI,5:45,22,1,3,3,3,B
Blizzard World,Defense,?SHD,?PHI,6:16,14,2,2,0,2,B
Blizzard World,Defense,?SHD,?PHI,5:39,0,0,1,0,0,R
Blizzard World,Defense,?SHD,?PHI,5:11,5,0,2,1,0,R
Blizzard World,Defense,?SHD,?PHI,4:36,20,0,4,3,2,R
Blizzard World,Defense,?SHD,?PHI,4:08,3,1,0,1,0,B
Blizzard World,Defense,?SHD,?PHI,3:44,7,1,0,1,0,B
Blizzard World,Defense,?SHD,?PHI,2:52,11,1,5,0,1,R
Blizzard World,Defense,?SHD,?PHI,1:43,29,5,0,3,0,B
Blizzard World,Defense,?SHD,?PHI,0:38,17,5,1,0,0,B
Blizzard World,Defense,?SHD,?PHI,1:21,16,2,2,1,1,R
Blizzard World,Attack,?SHD,?PHI,1:32,39,6,3,5,4,B
Blizzard World,Attack,?SHD,?PHI,1:12,6,1,2,0,0,R
Blizzard World,Attack,?SHD,?PHI,0:28,6,0,3,0,0,R
Nepal,Shrine,?SHD,?PHI,4:04,33,4,7,2,2,R
Nepal,Shrine,?SHD,?PHI,3:35,9,0,1,0,1,R
Nepal,Shrine,?SHD,?PHI,3:01,24,1,2,2,1,B
Nepal,Shrine,?SHD,?PHI,2:08,25,2,5,3,2,R
Nepal,Shrine,?SHD,?PHI,1:30,12,1,0,0,1,B
Nepal,Shrine,?SHD,?PHI,1:14,11,4,0,1,0,B
Nepal,Shrine,?SHD,?PHI,0:21,0,1,0,0,0,B
Nepal,Village,?SHD,?PHI,3:18,12,5,0,2,1,B
Nepal,Village,?SHD,?PHI,2:37,25,5,0,0,2,B
Nepal,Village,?SHD,?PHI,1:49,22,5,3,2,3,R
Nepal,Village,?SHD,?PHI,1:16,16,4,1,0,0,B
Nepal,Village,?SHD,?PHI,0:17,20,0,4,0,0,R
Nepal,Sanctum,?SHD,?PHI,4:19,14,2,2,2,2,B
Nepal,Sanctum,?SHD,?PHI,3:25,29,2,3,1,1,B
Nepal,Sanctum,?SHD,?PHI,2:29,39,1,7,4,4,R
Nepal,Sanctum,?SHD,?PHI,1:42,31,6,0,2,0,B
Nepal,Sanctum,?SHD,?PHI,1:01,23,1,6,1,1,R
Nepal,Sanctum,?SHD,?PHI,0:35,10,2,1,0,0,B
Junkertown,Attack,?SHD,?PHI,7:11,9,2,0,1,0,B
Junkertown,Attack,?SHD,?PHI,5:29,20,3,1,0,1,B
Junkertown,Attack,?SHD,?PHI,6:16,22,5,1,2,2,B
Junkertown,Attack,?SHD,?PHI,5:06,12,5,1,1,0,B
Junkertown,Attack,?SHD,?PHI,4:01,30,6,3,3,2,R
Junkertown,Attack,?SHD,?PHI,2:56,40,4,7,2,3,B
Junkertown,Attack,?SHD,?PHI,2:02,24,1,4,0,0,R
Junkertown,Attack,?SHD,?PHI,1:40,12,1,0,1,1,B
Junkertown,Attack,?SHD,?PHI,0:45,18,0,4,0,0,R
Junkertown,Attack,?SHD,?PHI,0:22,0,0,1,0,0,R
Junkertown,Defense,?SHD,?PHI,3:34,27,6,2,2,0,B
Junkertown,Defense,?SHD,?PHI,2:18,24,4,1,3,1,R
Junkertown,Defense,?SHD,?PHI,2:58,19,1,3,1,3,R
Junkertown,Defense,?SHD,?PHI,1:54,8,2,0,0,0,B
Junkertown,Defense,?SHD,?PHI,1:32,7,2,0,0,1,B
Junkertown,Defense,?SHD,?PHI,1:04,14,4,3,0,1,B
Junkertown,Defense,?SHD,?PHI,0:23,6,0,4,0,1,R
Oasis,Gardens,?SHD,?PHI,0:43,32,2,3,1,3,B
Oasis,Gardens,?SHD,?PHI,1:28,3,1,1,0,0,B
Oasis,Gardens,?SHD,?PHI,1:39,15,0,2,2,1,R
Oasis,Gardens,?SHD,?PHI,2:22,34,2,5,2,4,B
Oasis,Gardens,?SHD,?PHI,3:37,9,1,2,1,0,B
Oasis,Gardens,?SHD,?PHI,3:53,9,0,1,0,2,R
Oasis,Gardens,?SHD,?PHI,4:11,21,1,4,1,2,R
Oasis,University,?SHD,?PHI,0:36,22,1,6,0,2,R
Oasis,University,?SHD,?PHI,1:23,41,4,5,5,5,B
Oasis,University,?SHD,?PHI,2:29,18,0,6,1,2,R
Temple of Anubis,Attack,?PHI,?DAL,0:26,0,0,1,0,0,R
Temple of Anubis,Attack,?PHI,?DAL,0:45,21,2,6,0,1,B
Temple of Anubis,Attack,?PHI,?DAL,1:39,14,0,4,1,1,R
Temple of Anubis,Attack,?PHI,?DAL,2:24,28,6,2,2,0,B
Temple of Anubis,Attack,?PHI,?DAL,3:09,4,0,2,0,0,R
Temple of Anubis,Attack,?PHI,?DAL,3:51,11,0,2,2,2,R
Temple of Anubis,Attack,?PHI,?DAL,4:27,44,4,4,3,5,B
Temple of Anubis,Attack,?PHI,?DAL,5:38,145,21,14,9,10,R
Temple of Anubis,Defense,?PHI,?DAL,0:36,21,5,2,1,0,B
Temple of Anubis,Defense,?PHI,?DAL,1:28,25,4,0,1,1,B
Temple of Anubis,Defense,?PHI,?DAL,2:27,27,6,2,3,3,B
Temple of Anubis,Defense,?PHI,?DAL,3:17,28,5,0,2,0,B
Temple of Anubis,Defense,?PHI,?DAL,3:56,20,4,2,2,3,R
Numbani,Attack,?PHI,?DAL,0:46,5,2,0,0,0,B
Numbani,Attack,?PHI,?DAL,1:05,9,0,2,1,1,R
Numbani,Attack,?PHI,?DAL,1:44,5,1,0,1,1,B
Numbani,Attack,?PHI,?DAL,1:57,21,2,2,0,0,R
Numbani,Attack,?PHI,?DAL,2:41,1,0,1,0,1,R
Numbani,Attack,?PHI,?DAL,2:59,21,2,5,2,3,R
Numbani,Attack,?PHI,?DAL,3:38,44,0,7,3,2,R
Numbani,Defense,?PHI,?DAL,0:22,27,7,0,0,0,B
Numbani,Defense,?PHI,?DAL,1:09,19,5,0,1,0,B
Numbani,Defense,?PHI,?DAL,2:03,6,2,0,3,2,B
Numbani,Defense,?PHI,?DAL,2:32,0,1,0,0,0,B
Numbani,Defense,?PHI,?DAL,3:15,11,5,0,1,0,B
Numbani,Defense,?PHI,?DAL,3:54,26,5,4,4,5,R
Nepal,Shrine,?PHI,?DAL,0:35,21,6,2,1,0,B
Nepal,Shrine,?PHI,?DAL,1:15,1,1,1,0,0,R
Nepal,Shrine,?PHI,?DAL,1:22,22,3,4,1,1,B
Nepal,Shrine,?PHI,?DAL,1:48,11,1,0,2,1,B
Nepal,Shrine,?PHI,?DAL,2:02,21,4,1,1,2,B
Nepal,Shrine,?PHI,?DAL,2:51,23,3,3,3,4,B
Nepal,Shrine,?PHI,?DAL,3:31,39,1,5,3,2,B
Nepal,Shrine,?PHI,?DAL,4:38,10,2,1,1,1,B
Nepal,Shrine,?PHI,?DAL,5:04,69,10,6,6,5,B
Nepal,Village,?PHI,?DAL,0:38,22,6,1,0,0,B
Nepal,Village,?PHI,?DAL,1:23,10,5,0,2,0,B
Nepal,Village,?PHI,?DAL,2:17,35,7,3,4,4,B
Nepal,Village,?PHI,?DAL,3:19,12,2,2,1,0,B
Nepal,Village,?PHI,?DAL,3:54,27,2,3,2,0,R
Nepal,Village,?PHI,?DAL,4:42,29,3,2,2,3,R
Nepal,Sanctum,?PHI,?DAL,0:22,75,8,5,0,2,R
Nepal,Sanctum,?PHI,?DAL,2:06,17,4,0,0,0,B
Nepal,Sanctum,?PHI,?DAL,2:59,40,7,1,3,2,B
Junkertown,Attack,?PHI,?DAL,0:52,30,6,3,1,0,B
Junkertown,Attack,?PHI,?DAL,1:53,28,1,5,1,2,B
Junkertown,Attack,?PHI,?DAL,2:54,7,1,4,0,1,R
Junkertown,Attack,?PHI,?DAL,3:36,5,0,1,0,0,R
Junkertown,Attack,?PHI,?DAL,4:05,15,1,3,0,1,R
Junkertown,Attack,?PHI,?DAL,4:46,60,7,4,3,4,R
Junkertown,Attack,?PHI,?DAL,6:13,35,6,3,2,2,B
Junkertown,Attack,?PHI,?DAL,7:05,21,0,4,0,2,R
Junkertown,Attack,?PHI,?DAL,7:44,43,4,5,4,2,R
Junkertown,Defense,?PHI,?DAL,0:36,11,1,5,0,0,R
Junkertown,Defense,?PHI,?DAL,1:30,25,1,5,1,2,R
Junkertown,Defense,?PHI,?DAL,2:26,0,0,1,0,0,R
Junkertown,Defense,?PHI,?DAL,2:50,26,6,3,0,3,B
Junkertown,Defense,?PHI,?DAL,3:34,22,4,1,2,1,B
Junkertown,Defense,?PHI,?DAL,4:23,94,2,13,6,7,R
Junkertown,Attack,?PHI,?DAL,0:41,33,7,1,2,1,B
Junkertown,Attack,?PHI,?DAL,1:38,73,7,9,4,6,R
Junkertown,Defense,?PHI,?DAL,0:42,6,2,1,0,0,B
Junkertown,Defense,?PHI,?DAL,1:07,23,2,5,1,0,B
Junkertown,Defense,?PHI,?DAL,2:09,46,5,7,1,3,R
Temple of Anubis,Attack,?FLA,?GLA,5:47,51,11,0,5,1,B
Temple of Anubis,Attack,?FLA,?GLA,4:58,21,0,2,1,1,R
Temple of Anubis,Attack,?FLA,?GLA,4:30,22,2,1,3,1,R
Temple of Anubis,Attack,?FLA,?GLA,3:33,28,2,6,1,2,R
Temple of Anubis,Attack,?FLA,?GLA,2:39,24,6,1,2,0,B
Temple of Anubis,Attack,?FLA,?GLA,1:43,16,0,4,0,2,R
Temple of Anubis,Attack,?FLA,?GLA,1:04,5,0,4,0,1,R
Temple of Anubis,Attack,?FLA,?GLA,0:09,0,0,1,0,0,R
Temple of Anubis,Attack,?FLA,?GLA,0:38,2,0,2,0,0,R
Temple of Anubis,Defense,?FLA,?GLA,7:23,56,2,12,2,3,R
Temple of Anubis,Defense,?FLA,?GLA,6:43,8,2,1,0,0,B
Temple of Anubis,Defense,?FLA,?GLA,5:56,19,5,0,2,2,B
Temple of Anubis,Defense,?FLA,?GLA,5:40,0,1,0,0,0,B
Temple of Anubis,Defense,?FLA,?GLA,4:46,26,4,1,2,1,B
Temple of Anubis,Defense,?FLA,?GLA,3:34,42,3,3,1,3,R
Temple of Anubis,Defense,?FLA,?GLA,1:54,10,3,0,0,0,B
Temple of Anubis,Defense,?FLA,?GLA,2:25,34,1,7,3,4,R
Temple of Anubis,Defense,?FLA,?GLA,1:01,11,3,0,0,1,B
Temple of Anubis,Defense,?FLA,?GLA,0:18,5,3,0,0,0,B
Temple of Anubis,Attack,?FLA,?GLA,0:47,25,2,5,0,1,B
Temple of Anubis,Attack,?FLA,?GLA,0:20,1,1,1,0,0,R
Numbani,Attack,?FLA,?GLA,7:46,32,0,6,1,3,R
Numbani,Attack,?FLA,?GLA,7:28,12,1,2,3,2,R
Numbani,Attack,?FLA,?GLA,6:51,16,2,0,1,1,B
Numbani,Attack,?FLA,?GLA,5:44,31,4,2,2,3,R
Numbani,Attack,?FLA,?GLA,5:06,22,1,2,1,1,B
Numbani,Attack,?FLA,?GLA,4:19,21,2,2,4,4,R
Numbani,Attack,?FLA,?GLA,2:44,16,0,3,1,1,R
Numbani,Attack,?FLA,?GLA,3:39,16,1,5,0,0,B
Numbani,Attack,?FLA,?GLA,2:22,0,0,1,0,0,R
Numbani,Attack,?FLA,?GLA,1:27,33,4,2,3,2,B
Numbani,Attack,?FLA,?GLA,0:43,0,0,1,0,0,R
Numbani,Attack,?FLA,?GLA,1:17,7,0,1,0,1,R
Numbani,Defense,?FLA,?GLA,8:28,16,2,2,2,2,B
Numbani,Defense,?FLA,?GLA,7:17,20,3,0,2,3,B
Numbani,Defense,?FLA,?GLA,7:53,20,1,3,2,2,B
Numbani,Defense,?FLA,?GLA,6:54,0,1,0,0,0,B
Numbani,Defense,?FLA,?GLA,6:17,22,3,0,3,0,B
Numbani,Defense,?FLA,?GLA,4:48,7,0,2,0,0,R
Numbani,Defense,?FLA,?GLA,5:22,37,5,2,3,4,R
Numbani,Defense,?FLA,?GLA,4:15,18,3,4,2,0,R
Numbani,Defense,?FLA,?GLA,3:38,21,4,2,3,4,R
Numbani,Defense,?FLA,?GLA,2:40,23,0,6,1,4,R
Numbani,Defense,?FLA,?GLA,2:31,0,1,0,0,0,B
Numbani,Defense,?FLA,?GLA,1:42,16,0,6,1,0,R
Numbani,Defense,?FLA,?GLA,0:55,29,4,5,2,4,R
Nepal,Village,?FLA,?GLA,3:38,20,6,1,1,0,B
Nepal,Village,?FLA,?GLA,3:11,9,2,0,1,0,B
Nepal,Village,?FLA,?GLA,1:46,49,7,3,4,4,R
Nepal,Village,?FLA,?GLA,1:10,9,3,0,2,0,B
Nepal,Village,?FLA,?GLA,0:32,15,5,1,0,0,B
Nepal,Shrine,?FLA,?GLA,5:20,16,0,6,0,2,R
Nepal,Shrine,?FLA,?GLA,4:20,41,3,5,1,3,R
Nepal,Shrine,?FLA,?GLA,3:45,28,1,3,3,0,R
Nepal,Shrine,?FLA,?GLA,3:37,0,1,0,0,0,B
Nepal,Shrine,?FLA,?GLA,2:42,25,5,0,4,4,B
Nepal,Shrine,?FLA,?GLA,1:40,32,6,1,2,2,B
Nepal,Shrine,?FLA,?GLA,1:03,11,0,2,0,0,R
Nepal,Shrine,?FLA,?GLA,0:20,11,0,2,0,0,R
Nepal,Sanctum,?FLA,?GLA,4:17,21,1,5,1,2,R
Nepal,Sanctum,?FLA,?GLA,3:47,0,0,1,0,0,R
Nepal,Sanctum,?FLA,?GLA,2:41,45,2,6,4,5,R
Nepal,Sanctum,?FLA,?GLA,2:13,5,2,0,1,0,B
Nepal,Sanctum,?FLA,?GLA,1:37,9,2,0,1,0,B
Nepal,Sanctum,?FLA,?GLA,0:47,26,5,1,0,1,R
Junkertown,Attack,?FLA,?GLA,5:51,18,1,5,0,1,R
Junkertown,Attack,?FLA,?GLA,5:08,12,1,4,0,2,R
Junkertown,Attack,?FLA,?GLA,4:26,21,1,3,3,1,B
Junkertown,Attack,?FLA,?GLA,4:01,0,1,0,0,0,B
Junkertown,Attack,?FLA,?GLA,3:29,4,2,0,0,0,B
Junkertown,Attack,?FLA,?GLA,2:06,30,6,0,3,3,B
Junkertown,Attack,?FLA,?GLA,1:21,14,0,4,0,2,R
Junkertown,Attack,?FLA,?GLA,0:38,19,1,6,0,0,B
Junkertown,Attack,?FLA,?GLA,6:32,20,5,3,0,0,R
Junkertown,Attack,?FLA,?GLA,7:16,4,1,1,1,0,B
Junkertown,Attack,?FLA,?GLA,7:25,45,1,7,2,3,R
Junkertown,Defense,?FLA,?GLA,0:25,35,1,6,1,0,R
Junkertown,Defense,?FLA,?GLA,1:24,1,2,0,0,0,B
Junkertown,Defense,?FLA,?GLA,2:00,13,1,4,2,3,R
Junkertown,Defense,?FLA,?GLA,2:45,17,3,1,1,1,R
Junkertown,Defense,?FLA,?GLA,3:31,17,4,1,3,1,B
Junkertown,Defense,?FLA,?GLA,4:10,14,0,3,1,0,R
Junkertown,Defense,?FLA,?GLA,4:49,10,0,1,0,3,R
